Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Colombia,COL,Gasto corriente en salud (% del PIB),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.63529348,5.94238281,5.73296595,5.77505445,5.79892111,6.06710529,6.33546638,6.49102163,6.84192228,7.3113451,7.07130146,6.78076792,6.74601603,7.01724052,7.18553209,7.52338552,7.53117037,7.67864323,7.62541437,7.77954912,8.71432114
Colombia,COL,Gasto en investigación y desarrollo (% del PIB),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.131060004234314,0.13289999961853,0.155589997768402,0.173979997634888,0.169640004634857,0.165570005774498,0.164269998669624,0.183070003986359,0.195409998297691,0.193509995937347,0.193580001592636,0.198420003056526,0.221159994602203,0.257609993219376,0.303169995546341,0.365420013666153,0.270509988069534,0.261090010404587,0.312330007553101,0.322010010480881,0.289609998464584
Colombia,COL,Gasto militar (% del PIB),MS.MIL.XPND.GD.ZS,1.88432347552997,2.1432563032116,3.09941520467836,3.5151403758673,3.18080357142857,3.19094692172311,3.16524479704396,3.1173645631477,2.38537248109852,2.05492415707552,2.25954658431875,3.37417409711976,1.96719582300512,1.69024510610298,1.57578013524412,1.74026807533756,1.49360287072351,1.43848721422287,1.55031940977911,1.67392876970441,1.83012164926257,1.75512036191792,1.71385095903576,2.21993752742179,2.32589496393177,2.05401660934215,1.94461959115846,1.98313541641877,2.19924475548319,2.18818380743982,1.86015929954807,1.85348178319724,2.10667794255338,2.52526701829097,2.50840701347047,2.83162658057701,4.44539325396431,2.80178788575936,3.44098574204708,3.76274205786296,3.03168353865852,3.32387281880532,3.41712762358197,3.46398869081496,3.46501517406307,3.37467969392646,3.29582499135229,3.28630170949445,3.73724698565115,3.88696383706353,3.63691504613462,3.07710698906549,3.15600586340429,3.27226285651869,3.10825884811044,3.10996008410671,3.07113102611539,3.20809672439436,3.0332327385044,3.14565669372153,3.53352644737909
Colombia,COL,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,1.75434005260468,1.72912001609802,2.59723997116089,,,3.00429010391235,2.71527004241943,,,,2.70525002479553,,,,,,,,,3.92644000053406,4.44080018997192,3.5112099647522,3.70867991447449,4.26812982559204,4.32513999938965,4.07934999465942,4.02098989486694,3.91671991348267,4.08301019668579,3.9387800693512,4.77651977539062,4.83382987976074,4.46608018875122,4.37038993835449,4.87855005264282,4.62945985794067,4.47038984298706,4.47721004486084,4.53551006317139,4.44910001754761,4.51069021224976,5.26550006866455
